Hope,@simple  ಧನ್ಯವಾದಗಳು ... ನಮ್ ನಾರಾಯಣ ಗೆಲ್ಲಬೇಕು ಅನ್ನೋದೇ ನನ್ನ ಆಸೆ .. ನನ್ನ ಕಡೆ ಇಂದ ಫರ್ಸ್ಟ್ ಡೇ 4 ಸಲ ಫಿಕ್ಸ್  ..
Not-Hope,Amruta kud dashte santosha kanla
Not-Hope,@Vinay Kumar MS avn allla guru Tika urkondeddu nenu 🥴🥴
Not-Hope,Entaha adbhutava movie
Not-Hope,its miss guide
Not-Hope,Nan maga ge lali song wake up song ella  nu e song agide
Not-Hope,Ondu varshakke 3 movie tegyodu dod'dalla mattu adralli ondu movie li hit kottu innerdu movie li flop adavara  jothe hudugi hodi hogodalla... 3 varshakke ondu super hit kottu avra personality ge dakke tarde hodre adunne success antha helboudu.... That is Rakshit Shetty.... Love u bro... Olle time ittu ansutte innu olle hudugi sigli nimge.... Haagodella holledakkenIndirect yake helodu direct agi Rashmika ge heliddu idu...🤷‍
Not-Hope,Idu nimage hege gottaytu?
Hope,ಇದು ಚರಿತ್ರೆ ಸ್ರಷ್ಟಿಸೋ ಅವತಾರ...
Hope,ನಮಸ್ತೆ ಮಸ್ತ್ ಮಗಾ.ಕಾಮ್nnನಿಮ್ಮ ಚಾನಲ್ ಅಭಿಮಾನಿಗಳಲ್ಲೊಬ್ಬ ನಾನು...nನಿಮ್ಮ ವಿಡಿಯೋಗಳಿಗಾಗಿ ಕಾಯ್ತಿರ್ತೇನೆ...nnಈ ವಿಡಿಯೋ ನೋಡಿ ಯಾಕೋ ಒಂದಷ್ಟು ಚರ್ಚೆ ಮಾಡಬಹುದೇನೋ ಅನ್ನಿಸ್ತು... ನನಗನಿಸಿದ್ದನ್ನ ಹೇಳ್ತಿದೇನೆ... nಸರ್ಕಾರಗಳ ನಿರ್ಲಕ್ಷ್ಯದ ಬಗ್ಗೆ ನೀವಂದದ್ದು ಸರಿಯೇ... nಆದರೆ ತೀವ್ರತರ ಕೈಗಾರಿಕಾ ಕ್ರಾಂತಿ ಪರಿಸರದ ಮೇಲೆ ಮತ್ತು ವೈಯಕ್ತಿಕ ಜೀವನದ ಮೇಲೆ ಭಯಾನಕ ಪರಿಣಾಮ ಬೀರುತ್ತದೆ... n1. ಇಲ್ಲಿರುವ ಜನಸಂಖ್ಯಾ ಸಾಂದ್ರತೆಗೆ ತಕ್ಕ ಉದ್ಯೋಗಾವಕಾಶ ಸೃಷ್ಟಿ ಕಷ್ಟ...n2. ಇಂಧನ ಮತ್ತು ವಿದ್ಯುತ್ ಪೂರೈಕೆಗೂ ಹೆಚ್ಚಿನ ಪರಿಸರ ನಾಶ ಅನಿವಾರ್ಯವಾಗಬಹುದು...n3. ಇಲ್ಲಿನ ರಾಜಕೀಯ ಸ್ವರೂಪ ಮತ್ತು ಭ್ರಷ್ಟಾಚಾರ ಎಷ್ಟು ನಾಚಿಕೆಗೇಡಿನದ್ದಾಗಿದೆಯೋ ಅಷ್ಟೇ ಹೀನವಾಗಿ ಇಲ್ಲಿನ ಸಾಮಾಜಿಕ ಪಿಡುಗುಗಳಿವೆ (ಜಾತಿ
Not-Hope,Lo remake alla antha hekde tane
Not-Hope,TikTok nan shata shata
Not-Hope,Vote for kuri prathap
Hope,ಸೂಪರ್ ಸಾಂಗ್........ ತುಂಬಾ ಇಷ್ಟ ಆಯ್ತು.....  love you rakshith bhai
Hope,Super good bro like this video song..🤩🤩🤩
Not-Hope,Wonderfull Song...nಎಷ್ಟು ಸಲ ಕೇಳಿದರು... nಮೋಬೈಲ್ ಬ್ಯಾಟರಿ ಕಡಿಮೆಯಾಗುತ್ತದೆ ಹೊರತು ಹಾಡು ಬೇಜಾರಾಗಲಾರದು...nಪುಣ್ಯಾತ್ಮರ ಕಾರಣವಿಲ್ಲದೆ ಡಿಸ್ಲೈಕ್ ಒತ್ತಬೇಡಿnಏನಿದೆ ಇಷ್ಟವಾಗದ್ದು ಇದರಲ್ಲಿ...nAll The Best ASN Team...
Hope,Yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare guru.nMahabharata tumba olle moral story. Jeevanakke bekagiro tumba paata ide idralli. Adunella use madkondu olle jeevna madbeku aste. nHindu Muslim Cristian etc etc... Yella naav naav madkondirodu. Yella manushyaru onde
Hope,Sir solla video time kadime madi
Not-Hope,Fork bisakiddu pakka #Shaanvi. Trailer alli iro dialogue next scene.
Hope,ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಹೆಮ್ಮೆ ಪಡುವಂತಹ ಕೆಲಸ
Not-Hope,ನನಗೆ ಮಹಾಭಾರತ ಅಂದರೆ ತುಂಬಾನೆ ಇಷ್ಟ....nಮಹಾಭಾರತದಲ್ಲಿ  ಬರುವ ಪಾತ್ರಗಳು
Not-Hope,@Bharathraj T B kitkobekaste ninu bandi nandu
Not-Hope,Sexy song guru
Not-Hope,Dabba movie Soo sad
Not-Hope,Nanu nodide suuuuuuuuuupppper innomme nodtini
Not-Hope,Chinna voice super jai army
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
Not-Hope,ಅಯ್ಯೇೂ ಅಲ್ಲು ಮಾಡ್ತಾರೆ tic toc  ನ
Not-Hope,Bro ee game yavdu and nimma ella video super boss
Not-Hope,Yarella e hadige edict agidira like Madi
Not-Hope,Avatttu tiger dancenIvattu handsup step
Hope,Idu Charitre srustiso avatara ......ASN
Not-Hope,Super  tippa  story
Not-Hope,ಸೂಪರ್  ಸರ್
Not-Hope,China govt super fast agi land
Hope,Super guru pakka block buster
Not-Hope,Anna Shankar Nag is back.....
Not-Hope,ನೀವು ಅದ್ಬುತ ..... ಸಾಹಿತ್ಯ ತುಂಬ ಸೂಪರ್.....
Hope,Supper song nanna  maga feverte song
Not-Hope,ತೊಗರಿ ತಿಪ್ಪ ಸೂಪರ
Hope,Unique aagide trailer.. namma kannada film antha proud feel li bere languages frnds gella thorista idini trailer na
Not-Hope,I love you sir
Not-Hope,@poojitha subbaiah Hai ennane ullira
Hope,ಇದು ಚರಿತ್ರೆ ಸೃಸ್ಟಿಸೋ ಅವತಾರ
Not-Hope,Ashvatthsma idre avana photo kalsi
Not-Hope,Nani kannd full movie
Not-Hope,Nivu like goskara tiktok ge hogi idannella collect maadkondidira thane.niv  e video maadide full thappu .bcz nivu publisity goskare insta dalli follow maadi antha ella maathadthidira.matte avaru yella helidu thappu annodadre niv thumba bad words use maadidu thappe.
Not-Hope,Supper i love my kannada ...
Hope,China apps yallu remove madbeku sir  Nev innu strongag warning kodbeku sir
Not-Hope,@Ranjith think madirlilla
Not-Hope,Like for singer #vijayprakash
Hope,Super guru.........ji kannadiga
Not-Hope,Muchele dagar munde sule
Hope,Nange bahala novaytu nannamele yakandre nanu  Diyaa moviena thetoralli nodilla adakke please realise onse again nanu nodtin Mathe janru nodtare please
Not-Hope,ಬಾಳ ಚೊಲೋ ಐತ್ರಿ ನೌನ್ ಕಥಿ
Not-Hope,Nakkan idhu idhu roast andhery
Hope,ನೀವು ಬಾಳ್ವೆ ನಡೆಸುತ್ತಿರುವ ರೀತಿ ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ.ನಿಮ್ಮ ಮಾತಿನಲ್ಲಿ ತುಂಬಾ ತೂಕವಿದೆ.
Not-Hope,Avlge avra appaniginta pakkada mane uncle tumbaa esta adke bro
Hope,Tital nodi ...ond matu helbeku anth annistu ...Pade pade prashne Keli ...alohage maditirode nivu ....nachike agbeku ..nimge.
Not-Hope,Super song like please
Not-Hope,@shiva prakash en guru ninn problem uu
Not-Hope,Wow boss sariyagi helidhira but use madorige sariyagi heli next video
Not-Hope,Olledanna swalpa guruthisi
Not-Hope,@Gajendra hv ayyo bewarsi
Not-Hope,@Nandi Parthasarathi nandini anta itkondidya nen hengsa🤣🤣nEllelo hogbeda matter bage matado childe....chanagiro film na chanagila antyala adrale gotagute enta kachda nenu anta bereourna aadre belsu ilwa tepug iru..nim appa amma nu bereourna tulkonde bandirbeku adke nenu hinge
Not-Hope,@pavan mohareer nತಪ್ಪೇನಿಲ್ಲ..nಆದರೆ ಎರವಲು ಪದಗಳ ಬದಲು ಅಚ್ಚಗನ್ನಡ/ಅಣ್ಣೆಗನ್ನಡ/ಹಚ್ಚಗನ್ನಡ ದ ಪದಗಳನ್ನು ಹೆಚ್ಚಾಗಿ ಬಳಸಲು ಒತ್ತು ಕೊಟ್ಟರೆ
Hope,Hands up  super song
Not-Hope,Super song sir
Hope,ಹೌದು  ನಮ್ಮ ಬರೀ ಕಣ್ಣಿಗೆ ಸಾಸಿವೆ ಗಾತ್ರದಲ್ಲಿ ಮಾತ್ರ  ಕಂಡರೆ
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
Not-Hope,@VARAPRASAD K K super bro
Not-Hope,ಸೂಪರ್ ಜೈ D ಬಾಸ್
Not-Hope,ಸೂಪರ್  ನಾಯಕ
Hope,Damm godd...an song guru...ajnish u made a magic broooo
Not-Hope,Yalru Hands Up Madi Avane Srimannarayana
Not-Hope,Dada fans    ಕಡೆಯಿಂದ  ಅಲ್ಲ ದ  ಬೆಸ್ಟ್
Not-Hope,ಮ್ಯೂಸಿಕ್ ಗೆ ಮತ್ತು ಹಿರೋ ಸ್ಟೆಪ್ಸ್ ಗೆ ಫಿದಾ ಆದವರು ಲೈಕ್ ಮಾಡ್ರೋ
Not-Hope,ಹೌದು ಇದು ಸಾಕ್ಷಾತ್ ಕೃಷ್ಣ ಕೋಟ ಶಾಪದ ಪರಿಣಾಮ
Not-Hope,sule bindhu... awlge nam sainikaru kintha awllu fame beku.. thu lofer mundde hula bidhu saithya ninu
Hope,ಸಾರ್ ನಿಮ್ಮ ತಂದೆ ನಿಮಗೆ ಕಲಿಸಿದ ಸಂಸ್ಕಾರ ಸಂಸ್ಕೃತಿ ನಮಗೆ ತುಂಬಾ ಇಷ್ಟ ಆಯ್ತು ಮತ್ತು ನೀವು ಅವರು ತೋರಿಸಿದ ಮಾರ್ಗದರ್ಶನದಲ್ಲಿ ನಡೀತಾ ಇರೋದು ನಮಗೆ ತುಂಬಾ ತುಂಬಾ ಇಷ್ಟ ಆಯ್ತು ನೀವು ತಂದೆಗೆ ತಕ್ಕ ಮಗ
Not-Hope,Tiktok ....byan agiddu olledu aythu anna
Not-Hope,Super  video  neja  bro  .....slutie  jaihind
Hope,DEVARU OLLEYAVARIGE  KASTA KODTHANE ADHARE  KAY BIDALA
Hope,ರಶ್ಮಿಕಾ ಗಿಂತ ಒಳ್ಳೆ ಹುಡುಗಿ ಸಿಗಲಿ ಒಳ್ಳೇದು ಅಗುಲಿ ನಿಮಗೆ
Not-Hope,In sandalwoodnnTumba janrige jaatre hero gale ishta aagodu.. talent content bekagilla.. rhyming dialogues matte badavara para horado hero... Aaith mugitu
Not-Hope,@VARAPRASAD K K haa nin Amman tulldeepanna
Not-Hope,Reamke king  d boss
Not-Hope,ಚೆನ್ನಾಗಿದೆ ASN ಕಣ್ರೀ ರಕ್ಷೀತ್ ಶೆಟ್ಟಿ
Hope,ಒಡೆಯ ನಿಮ್ಮ ಪ್ರೀತಿಯ ದಾಸ ಮತ್ತು ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಒಳ್ಳೆದಾಗಲಿ  ಜೈ ಕನ್ನಡ  ಸಿನಿಮಾ
Not-Hope,Yan helidiya guru
Hope,Sir nimna devru yavaglu chenagottirli sir
Not-Hope,anna intha kachada nahigallna roast madodralli tapenilla asn dialogue  daritapdhorna kshamisbodhu thap daari hiddhornallla  nim jothe iddhivi anna
Not-Hope,Narayana song nodi bandavaru like Madi
Not-Hope,Swalpa aerial tara ide.
Hope,Nice explain sir
Not-Hope,Lo Nan magne
Hope,Tq sis ದೇಶಕ್ಕೆ support ಮಾಡ್ತಿರೋದಕ್ಕೆ
Not-Hope,ಟೃಂಡಿಂಗ್ ನಂಬರ್ . 1
Not-Hope,Me ha video live bhaghetla ahe Aj Radu nako nantar
Not-Hope,ಪ್ರಪಂಚವನ್ನೇ ನಡುಗಿಸುತ್ತಿರುವ ಉಗ್ರವಾದ ಕರೋನಾಗೆ ಶಾಕ್!!nರೂ.50
Not-Hope,@Nandi Parthasarathi nim Amman thulavru
Not-Hope,So super song yaa
Not-Hope,#ASN chitrakke olle dagli song atu adbuta reethili moodi bandide...
Hope,ನೀನು ಅವನೇ ಅಂತ nನಾವು ನಂಬ್ತಿವಿ ..nಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರದವನು ..nಶ್ರೀಮನ್ನಾರಾಯಣ
Hope,Super bro
Not-Hope,@Nandi Parthasarathi ನಂದಿನಿ ಅವ್ರೆ ನಿಮ್ಮ ಹಾಲು ತುಂಬಾ ಕಾಸ್ಟ್ಲಿ ಅಂತೇ ಹೌದ
Hope,Ee video dalli play agiro game yavdu
Not-Hope,@Nandi Parthasarathi sarcasm
Hope,Osm voice sir
Not-Hope,I forgot prems even is a best song maker
Hope,Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi
Hope,Togari tippa story super
Not-Hope,Super video
Not-Hope,@Venki Udv but story line seems different.
Hope,Super movi yallru nodi tumbba tumbba istavada movi
Not-Hope,Keli kadiruva bandhavarenBhuviyalli avana aritavarenYarilla bidi
Not-Hope,ಹೌದು ಹೌದು ನಿನ್ನೆ ನಮ್ಮನಿಗೂ ಬಂದಿದ........ ಚಾ ಕುಡ್ಕಾ ಹೊದ
Hope,Super super super
Not-Hope,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಚಿತ್ರ ಅನ್ನೋರು ಲೈಕ್ ಮಾಡಿ
Hope,ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ಪಾರ್ಟಿ 2 ಬರುವಂತಾಗಲಿ
Hope,Sir prajakeeya'kke support madi sir daily 30sec adru adra bagge heli start madi sir pls eno help agutte subscriber bahala jana ide
Not-Hope,Nice infromation   brother ... n   But.   Ella problems. Bagge matdiri solution en madbeku ..anta helivalaa brother ..      ..   ivelladakku solution Andre ..(MONEY (NAMMA TAX AMOUNT )=GOVT ).  Alva n  nSimple agi helbeku Andre ..main problem   politics anta ella gottu .... AdKke solution ..????????     Nive helida haage.   ##  Revolution. ##n  Aa REVOLUTION (#prajaakeeya )ivg strt agide ..nivu adakke kai jodisbeku Alva ... Idu correct
Hope,@Navya N ya your right but I like him
Not-Hope,Super bro 🤣🤣🤣🤣
Hope,Waw next level songsnBgm awesome nPakka blockbuster nVP sir bestnWho like VP sir voice like here
Not-Hope,@Nagaraja P neenu devarannu nodidhiya?? Illa alva hagadre kai yake mugithi....?.devaru idhana antha thane...idhu kooda haagene
Not-Hope,Superb bro uninstalled all Chinese apps all plzzzz
Not-Hope,@ashwini p avunu dagar devarakonda
Hope,Movie nodadmele bandhoru like madi nEe movie kuda fan India movie agutthe annoru like madi
Not-Hope,yakale.... Dbooos bagi matadtya
Hope,ಅರೆ  ಜನ ಕುಣಿದು ಕುಪ್ಪಳಿಸುತಿದ್ದಾರೆ ಅಂತ Tik tok ban ಮಾಡಿಲ್ಲ. ಇದನ್ನು ಬಳಸುವ ಬಹಳಷ್ಟು ಜನಾ ಕೇಂದ್ರ ಸರಕಾರದ ವೈಫಲ್ಯ ಎತ್ತಿ ತೋರಿಸಿ
Hope,ನಿಮ್ಮ ಈ ಚಿತ್ರ ಇಡೀ ಭಾರತದಲ್ಲಿ ಜನ ಮಾತಾಡೋ ಥರಾ ಆಗುತ್ತೇ..
Hope,ಸರ್ ಕೆಲವು ಸತ್ಯಗಳನ್ನ ಜಾಸ್ತಿ ಹುದುಕಿ ತಗಿಬರ್ದು ಆದ್ರೆ ಅದು ಸತ್ಯವೇ ಆಗಿರುತ್ತದೆ
Hope,ಇದೇ ತರ ಮೂವಿ ಬರಲಿ nಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ nಬೆಳವಣಿಗೆ ತರಲಿ ಅನ್ನೋರುnಲೈಕ್ ಮಾಡಿ
Hope,It's a kannada song..nLots of love from karnataka
Hope,Super agi mathadthiya bro
Not-Hope,ಉಗಿ ಕಳ್ಳ ನನ್ ಮಕ್ಲುಗೆ
Not-Hope,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ
Not-Hope,@Nandi Parthasarathi ಸುಮ್ನೆ ಸೈಡ್ ಗೇ ಹೋಗು ಗೊತ್ತಲಾ ನಾನು ವಿಶಾಲ್ ಶೆಟ್ಟಿ ಅಲ್ಲಾ... ಮಿಂಡರುಗಾಳಿ
Not-Hope,Rakshit Shetty 🤩
Hope,Salute you bro
Not-Hope,ಈ ರೀತಿ ಬೇಧ ಭಾವ ಬೇಡ ಇಡೀ ರಾಜ್ಯದಲ್ಲಿ ಅವರನ್ನು ಇಷ್ಟ ಪಡುವ ಅಭಿಮಾನಿಗಳು ಇದ್ದಾರೆ.
Not-Hope,In ond trip nodbeku but but sinama chenge madbittru olle movi ge olle respans illa Nam karnatakadalli
Hope,Edhu  charitreh  surishti suva  awatra.....excellent
Not-Hope,@Venu real life llu haage iddidre accept madabahuditthuu alvaa.. !!!nEspecially obba natananna thumbaa abhimaanigalu fallow maadthaare so avru nija jeevanadallu  maadhari aagirabeke vinaha thappu madbaardu alvaa baree film lli maathra hero aagidre saaladuu real life llu kooda hero agirbeku aaga avaru obba nijavaada  manushya aagoke saadhya... !!!
Not-Hope,@sumit patil but torsalla..
Not-Hope,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಹಾಲು... ಸ್ಮೆಲ್ ಬರ್ತಾ ಇದೇ
Not-Hope,ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಕನ್ನಡ ಬೆಳಸಿ ಕನ್ನಡ ಊಳಿಸಿ
Not-Hope,Swalpa jasti bildup ayitu annisutte.
Hope,Song ಸೂಪರ್
Not-Hope,Heloke padagale siktilla anno padakke artha sikkkantagide
Not-Hope,ಎಲ್ಲಾ ಸರಿ ಗುರು
Not-Hope,Making Nalli crazy star nenapadru...
Not-Hope,ಡಬ್ಬಿಂಗ್ ಪ್ರೋತ್ಸಾಹಿಸುವವರು ಲೈಕ್ ಮಾಡಿ
Not-Hope,ತುಂಬಾ ಹೊಸ ಹಾಗೂ ರಚನಾತ್ಮಕ ಹಾಡು.
Not-Hope,Super bro naanu Tik Tok maadtidde aadre adenu nam desha kintluu hechenalla namge nam desh beku adke yella chinaa apps na in install maadidini
Hope,Pakka charitre srustisooo avataara....
Hope,Super.. I ತರಹದ song ಕೇಳಿ ತುಂಬಾ ದಿನ ಆಯ್ತು
Not-Hope,ಒಂದು ಅರ್ಥಪೂರ್ಣ ಕಥೆ ಕಾಣಿಸುವ ಸೂಚನೆ... ಪ್ರಮೋದಣ್ಣ ನಿಜಕ್ಕೂ ಜೀವ ತುಂಬ್ತಾರೆ
Not-Hope,Tusmika manganna Na tikha uriyang Ede... Rakshith Shetty ni hinge belibeku..avl mukli uriyeng
Not-Hope,@TROLL MONSTER_KANNADA ಲೋ ಬೋಳಿಕೆ
Not-Hope,Guru ninge naanu Dodda fan
Not-Hope,Super duper love you
Not-Hope,Do more promotion
Hope,Kannada industry nintirode Yash
Not-Hope,ಮೊಬೈಲಲ್ಲಿ ಅಷ್ಟೊಂದ್ ಒಳ್ಳೇ ಕ್ಲಾರಿಟಿಲಿ ಬಿಟ್ಟಿದ್ದಾರೆ. ಎಲ್ರೂ ಡೌನ್‌ಲೋಡ್ ಮಾಡ್ಕೊಂಡ್ ನೋಡ್ತಿದಾರೆ. ಥಿಯೇಟರಿಗೆ ಜನ ಬರದೇ ಇರಲು ಕಾರಣ ಮೊಬೈಲಲ್ಲಿ ಲೀಕ್ ಆಗಿರೋದು.
Not-Hope,ಯಾರು ನಿಜವಾದ ವಿಶ್ವಗುರು? ಇದು ಬರೀ ಘೋಷಣೆಗಳ ಸರ್ಕಾರ!
Not-Hope,@TROLL MONSTER_KANNADA nSandalwood dagar dasa (DBOOBS)
Not-Hope,Kannada adru swalpa parvagilla guru Telugu Tamil movies anthu jaatre dialogue jaatre fighting over acting inda thumbi tuluktha ide.
Not-Hope,D8055 Chakravarty... Rakshit innu Raaja
Not-Hope,Alla Darshan fans
Hope,Super star in uk tippa
Hope,Idhu charithre shrushtiso haadu...
Hope,ನಿಜವಾದ ಸ್ಟಾರ್ ಅಂದ್ರೆ ನೀವು
Not-Hope,Tik Tok tune hunkondh hoeyhu Tik Tok madhuru china avaradhu tune unri🤣🤣🤣🤣🤣
Not-Hope,Guru tiktok ban agbeku ninu correct guru
Hope,love you shankar sir ........namage neevu beku sir !!! matte neevu nammanna manaranjane maadi neevu illade iro kannada cinema naanu nodalla sir .....
Not-Hope,Vijay Prakash voice super
Hope,ಅವಾಗ  ಕಬ್ಜ. ದರ್ಶನ. ಇವ್ರೆಲ್ಲಾ ಬಂದು  ಕೆಡವಕ್ತಾರೆ.
Hope,ಕಿರಿಕ್ ಕರ್ಣನ ಹೊಸ ಅವತಾರ - ಶ್ರೀಮನ್ನಾರಾಯಣ
Not-Hope,super vidio
Not-Hope,Lovely gichhi kyaka chindi
Not-Hope,We varshada super song
Not-Hope,Super movie super songs
Hope,Shankar ashwath sir devaru  olledu madli sir nimge
Not-Hope,Super movie
Not-Hope,@jeevan gowda ಧನ್ಯವಾದ.
Hope,Madona bro kanditha yarannau bidodu beda..
Not-Hope,Shettys>>>>Dboss+Raj kutumba+sarja family
Not-Hope,Ta bro your ginias
Not-Hope,GTA 5 BRO
Not-Hope,Rashmika urakondu sayabeku atara belibeku bro nivu
Not-Hope,@naveen v nim gandu balegara movie yalla utterflop modlu side acting madudu ಬಿಡು anu modlu
Not-Hope,Supar hit song anna
Not-Hope,Rakshit shetty fans like this
Hope,Sir u r attitude & dance killed performance
Not-Hope,Supper  p boss... Yar unlike madidhare nodi.. urkondu saytor anta
Not-Hope,Rocking Kannada Movie
Not-Hope,ಅಮರ್ ಅವರೇ ads ತುಂಬಾ ಜಾಸ್ತಿ ಆಯಿತು
Not-Hope,@naveen v  looo bolimagane thikaana muchkondu idre sari nim ammun thullu nin yaavano mathadsidhu nim avan vishya bandna neenu naan bagge matra madthadbeku
Not-Hope,@Kumara Kantirava nSame nInnu eno bekunnKgf song listen nEsto powerfull idennElla languagenna nAttract maadidenBut idu
Hope,ಮರಿಯೋಕ್ ಸಾದ್ಯ ಆಗ್ದೆ ಇರೊ ಸಿನೆಮಾ
Hope,Super bro.........yen roast madtiya bro ....
Hope,ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ ಶೆಟ್ರು
Hope,Super sir
Hope,Finally  movie nodaytu..... Adbhuta atyadbhuta......... Nodo prati kshananu taleli budhi odtane eirute...... Amazing
Not-Hope,ಆದರೆ ನಿಮ್ಮ ಕಾಮೆಂಟ್ ಗೆ ಲೈಕ್ ಮಾಡಿದವರು ರಕ್ಷಿತ್ ಫ್ಯಾನ್ಸ್
Hope,ನಮ್ಮ ದೇಶದಲ್ಲಿ ಎಲ್ಲದಕ್ಕಿಂತ ಮೊದಲು ಭ್ರಷ್ಟಾಚಾರ ನಿರ್ಮೂಲನೆ ಆಗಬೇಕು
Not-Hope,Yak late guru
Not-Hope,ಸೂಪರ್ ಗುರು ಇನ್ನು ಸ್ವಲ್ಪ ಉಗಿರಿ ಟಿಕ್ ಟಾಕ್ ಮಾಡೋರ್ಗೆ
Not-Hope,Modalella yellogidde ninu
Hope,Keli kadiruva bandhavarennBhuviyalli avana aritavarennYarilla bidi
Not-Hope,@Kiccha Vitthal ನಿಮ್ಮ ಅವ್ವ ಗಲೀಜ್ ಅಂತೇ
Hope,Yes agreed first time keldaga 🤦‍🤦‍🤦‍ ansituu but 4-5 keldaga agoitu
Not-Hope,ನಿನ್ ಅಡ್ತಿರೋ pubge ನು ಚೈನ ದೆ ಅದನ್ನು uninstall madu
Not-Hope,E bevrcgal maneli yavandru sathidre sari erodu
Not-Hope,Chindi...... madira rost
Not-Hope,ಲಾಸ್ಟ ಟಿಕ್ ಟಾಕ್ ಬಾಯಿ ಇಲ್ದಿರೋ ಎಮೋಜಿ ಒಡೆದು ಹೋಗಿರೋ ಹಾರ್ಟ್ ಮಿಸ್ ಯು ಆಲ್ ಎಂಗೆ ಗುರು ಇದು
Not-Hope,Tik tok mad suli makkalige chppali ach hodri sulimakkaliga and ladies fast chuthu sulimakkalu
Hope,Vijaya prakash voice is superb just I cont yappa super super
Not-Hope,Full movie upload madri.. Ofter release pls
Hope,Rakshit yake ista gotha friend's na jote yalli yavagllu ittikondiru thare
Not-Hope,Dislike mado  tukaligalu ond movie screen madli saku adestu kasta anta gottagutte .all the best for this move
Not-Hope,We like shanvi nWe hate sanvi
Not-Hope,Promotion ಚನ್ನಾಗಿ ಮಾಡಿ sir. yeno sir Karnataka outside film sound ಮಾಡ್ತಾ ಇಲ್ಲ. ನಿಮಗಿಂತ ನಮಿಗೆ ಈ ಫಿಲ್ಮ ಹಿಟ್ ಆಗಲ್ಲಿ ಅನೋ ಆಸೆ ಇದೆ sir.
Not-Hope,China da environment hegide yargu gotila
Hope,Lovely guru super
Not-Hope,Bari ait re
Not-Hope,Good information sir but ivattu yako parokshavaģi  China desha vanna hogalida hage ittu adru ade nija  satya yavaglu kahiyagi irutte
Hope,ನಿಜವಾದ ಪ್ಯಾನ್ ಇಂಡಿಯನ್ ಚಲನಚಿತ್ರ ಈ ದಿಯಾ. ಅತ್ಯದ್ಭುತ ಚಿತ್ರ  ಗುರು
Hope,ಹೌದು... ಸ್ಪೂರ್ತಿಯ ಮಾತುಗಳು..... ನಿಜವಾದ ಕಲಾವಿದನಿಗೆ ಬೆಲೆ ಇಲ್ಲ....ಶಂಕರ್ ಅಣ್ಣನಿಗೆ ಒಳ್ಳೆಯದಾಗಲಿ
Not-Hope,@Nandi Parthasarathi nimma yashini boobs gojjekesari acting ge Oscar award fix
Not-Hope,Kannada promotion beda.. Kannadigaru nimmana gellistare
Hope,@Poojari Avinash bere language movies na beggers thara nodo kachda janagal irovargu Kannada movies ge bele iralla bro
Not-Hope,ಸೂಪರ್ ಗುರು ಟಿಕ್ ಟಾಕ್ ಗಳಿಗೆ ಮೆಟ್ಟಿನಲ್ಲಿ ಓದಿದ್ದೀಯಾ ನನ್ನತ್ರನೂ ಒಂದು ಹಳೆ ಮೆಟ್ಟಿದೆ ಕೊಡ್ತೀನಿ ತಗೊಂಡು ಬಿಡು
Hope,ರಾತ್ರಿ ಫುಲ್ ನ್ಯೂಸ್ ಗಾಗಿ ಕಾಯುವ ಉಡುಪಿ
Not-Hope,Sakkath song guru
Hope,songa  super bro
Hope,Masth guru sakadgi helidiya
Not-Hope,Super more enjoyable
Hope,ತುಂಬಾ ನಗು ಬಂತು ಗುರು
Hope,Idu charitre shrushtiso avatara
Not-Hope,Super Kannada Karnataka and kanadiga
Hope,Yen Clarity Guru nivu madiro video
Not-Hope,Nivu tiktok madilva?
Not-Hope,Matthomme namma kannada suputhra rks
